Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,01/07/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
United States,USA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,233.293,226.703,229.823,233.559,232.277,233.011,236.639,234.856,240.987,239.492,236.992,232.152,232.026,228.488,219.819,212.742,206.648,202.603,199,195.119,194.955,190.25,183.148,179.711,177.94,178.088,177.915,176.195,176.244,174.804,172.059,170.606,168.459,170.257,169.025,166.964,158.008,149.441,145.506,144.774,143.926,144.307,144.378,143.909,140.559,141.969,141.119,138.605,136.811,134.966,131.884,132.128,131.335,131.229,131.838,134.263,138.455,139.141,,
United States,USA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.800000191,7.5,6.900000095,6.118999958,5.650000095,5.451000214,5,4.510000229,4.218999863,3.992000103,4.730999947,5.782999992,5.988999844,5.528999805,5.083000183,4.623000145,4.622000217,5.78399992,9.25399971,9.633000374,8.949000359,8.069000244,7.375,6.168000221,5.28000021,4.868999958,4.355000019,3.895999908,3.681999922
United States,USA,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.858099937,2.674499989,2.497999907,2.146800041,1.866999984,2.08829999,1.788800001,2.541399956,3.469799995,3.648400068,3.136100054,2.631500006,2.339999914,2.343400002,2.930700064,5.645299911,5.694600105,5.101799965,4.492499828,4.191899776,3.556099892,2.913000107,2.855499983,2.575000048,2.415600061,2.348200083
United States,USA,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.44200134,65.06400299,65.33300018,65.23100281,65.68199921,65.82700348,66.00099945,66.32700348,66.29699707,66.35900116,66.41600037,66.0490036,65.69499969,65.29599762,65.01999664,65.04100037,65.15200043,64.97299957,64.96499634,64.30599976,63.56900024,63,63.04600143,62.50099945,62.19599915,62.00699997,62.15800095,62.29399872,62.31299973,62.04899979
United States,USA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.05899811,66.93499756,67.54199982,67.73000336,68.7460022,69.06800079,69.4280014,70.01399994,69.95600128,69.98400116,69.91600037,69.50900269,69.09300232,68.68199921,68.15299988,68.13500214,68.23200226,67.98100281,68.15399933,67.80599976,67.14199829,66.56099701,66.51699829,66.01499939,66,65.85800171,66.28500366,66.94100189,67.23300171,67.14800262
United States,USA,"Children in employment, study and work, male (% of male children in employment, ages 7-14)",SL.TLF.0714.SW.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Child employment in manufacturing, male (% of male economically active children ages 7-14)",SL.MNF.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",SL.EMP.WORK.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.18800354,89.39299774,89.16999817,89.77200317,90.1210022,90.25499725,90.46199799,90.77500153,91.10700226,91.35800171,91.44499969,91.51799774,91.1969986,91.15799713,91.22599792,91.3690033,91.59999847,91.73200226,91.6309967,91.67299652,92.03700256,92.2539978,92.53099823,92.63200378,92.5490036,92.5719986,92.91600037,92.76899719,92.84799957
United States,USA,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.217000008,5.061999798,5.127999783,4.840000153,4.656000137,4.539999962,4.410999775,4.232999802,4.048999786,3.905999899,3.855999947,3.799000025,3.913000107,3.897000074,3.835999966,3.760999918,3.638999939,3.565999985,3.612999916,3.552000046,3.388000011,3.272000074,3.145999908,3.086999893,3.095999956,3.072999954,2.924000025,2.95600009,2.90899992
United States,USA,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,,,
United States,USA,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,,,,,,,,,,,,,,,1,,,,,0.7,,,,,,,0.7,,,,,0.7,,,1,,,1,,,1,,,,1.2,,,1.2,,,1.2,,,1.2,,,1.5,,,
United States,USA,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705.3187256,723.8881836,762.6761475,812.4611816,849.4407959,893.9005737,917.4585571,964.7492676,972.9942627,959.8133545,971.340271,996.5622559,1017.42865,1032.823608,1041.590576,1065.60022,1105.238403,1126.349976,,
United States,USA,Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.25.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Prevalence of severe wasting, weight for height, female (% of children under 5)",SH.SVR.WAST.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,0.7,,,,,0.8,,,,,0.8,0.8,,,
United States,USA,"People with basic handwashing facilities including soap and water, urban (% of urban population)",SH.STA.HYGN.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0.3,0.3,,
United States,USA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,9.199999809,,,,,8.800000191,,,,,7.900000095,7.5,7.400000095,7.199999809,7.099999905,6.800000191,6.599999905,6.400000095,6.199999809,6.099999905,6,5.900000095,5.900000095,5.800000191,5.699999809,5.5,5.400000095,5.199999809,5.099999905,5,4.900000095,4.800000191,4.599999905,4.5,4.300000191,4.099999905,3.900000095,3.799999952,3.700000048,3.599999905,3.5,3.5,3.400000095,3.3,,3.2,3.1,3.1,3.1,3.1,3,2.9,2.9,2.9,,,,,,
United States,USA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.2095857,99.21436985,99.2191312,99.22386088,99.22856237,99.23320417,99.23801757,99.24291509,99.24795496,99.25310176,99.25836288,99.26370936,99.26919207,,
United States,USA,Number of under-five deaths,SH.DTH.MORT,126971,123499,119505,115122,110451,105577,100576,95574,90603,85800,81187,76822,72711,68829,65206,61877,58873,56262,54042,52195,50681,49456,48497,47758,47210,46779,46405,46009,45524,44860,43986,42879,41584,40190,38772,37415,36205,35173,34357,33748,33316,33045,32905,32838,32786,32681,32458,32068,31510,30807,30024,29213,28430,27721,27122,26635,26240,25881,25497,
United States,USA,Women who believe a husband is justified in beating his wife when she goes out without telling him (%),SG.VAW.GOES.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.10906,30.96455,,,,,
United States,USA,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.20828,11.61702,11.98897,12.64748,,13.24493,
United States,USA,"Trained teachers in upper secondary education, female (% of female teachers)",SE.SEC.TCAQ.UP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Secondary education, vocational pupils (% female)",SE.SEC.ENRL.VO.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,92.70199,,,,,,,,,,,,,,,,,,,,,,,,93.71424,93.69588,94.18916,,94.48555,94.53522,94.7695,94.90273,94.98449,95.20453,95.26347,95.33497,95.58524,,96.02937,
United States,USA,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.1597,87.14786,,87.07237,,
United States,USA,"Over-age students, primary, male (% of male enrollment)",SE.PRM.OENR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,5.96295,6.02897,,,6.5396,6.28186,,6.66108,6.40715,6.28326,6.808,,,,,,,,,7.10182,,,,,6.49249,6.3192,6.15881,6.19525,6.05834,5.88137,5.48341,6.47329,,
United States,USA,"Primary education, pupils",SE.PRM.ENRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24538371,24785697.04,25019051.11,25123677.23,,
United States,USA,"Preprimary education, duration (years)",SE.PRE.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Coverage of social insurance programs in 3rd quintile (% of population),per_si_allsi.cov_q3_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Coverage of unemployment benefits and ALMP in 3rd quintile (% of population),per_lm_alllm.cov_q3_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Net secondary income (Net current transfers from abroad) (current LCU),NY.TRF.NCTR.CN,,,,,,,,,,,-6618000000,-7904000000,-9227000000,-7868000000,-8735000000,-9142000000,-8122000000,-8112000000,-8842000000,-10552000000,-12618000000,-17039000000,-19836000000,-20495000000,-23642000000,-25652000000,-27763000000,-26810000000,-28988000000,-30400000000,-31734000000,4910000000,-41912000000,-45355000000,-46078000000,-44050000000,-49513000000,-51424000000,-60033000000,-48082000000,-56417000000,-63786000000,-63045000000,-68447000000,-84320000000,-94084000000,-81375000000,-1.01349E+11,-1.14699E+11,-1.17609E+11,-1.18539E+11,-1.22488E+11,-1.11842E+11,-1.08499E+11,-1.09025E+11,-1.28891E+11,-1.4072E+11,-1.34549E+11,-1.39164E+11,
United States,USA,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,,,,,,,,,,,23258.23731,23735.57496,24721.57126,25924.61965,25578.4837,25218.97577,26358.97229,27320.43952,28511.40665,29174.97161,28814.42403,29208.4494,28431.22577,29443.78999,31262.71048,32179.96046,32918.1728,33750.1239,34867.13725,35810.22214,36126.29596,35584.79332,36317.61709,36820.45414,37784.80785,38358.9349,39351.97194,40565.85206,41859.85752,43380.18107,44704.21334,44759.35316,45097.68396,46034.30532,47403.57894,48597.46296,49391.66824,50033.29168,49634.19789,47926.52681,48902.93071,49406.32468,50110.44559,50656.89648,51524.99964,52554.46949,52964.33279,53842.31537,55296.09691,
United States,USA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.758283709,0.75021277,0.759184109,0.990253399,3.265403588,3.149071998,3.033024065,3.097094894,2.735563111,4.991852468,5.640812634,4.143435032,2.444620076,2.718312964,2.484085882,2.16124907,0.975943973,1.306624503,1.043457901,1.154990773,1.316072421,0.977469165,0.979607406,0.912578321,0.754151799,0.799438719,0.984134318,0.777853934,0.494873664,0.607625386,1.004795639,0.913927655,0.614469087,0.81526547,1.21848488,1.263771766,1.119216076,1.063024182,1.95719348,0.776167936,0.920308494,1.229979322,0.826192671,0.784628951,0.66587079,0.274436125,0.331561842,0.473108552,,
United States,USA,GDP (current LCU),NY.GDP.MKTP.CN,5.433E+11,5.633E+11,6.051E+11,6.386E+11,6.858E+11,7.437E+11,8.15E+11,8.617E+11,9.425E+11,1.0199E+12,1.0733E+12,1.16485E+12,1.27911E+12,1.42538E+12,1.54524E+12,1.6849E+12,1.87341E+12,2.08183E+12,2.3516E+12,2.62733E+12,2.85731E+12,3.20704E+12,3.34379E+12,3.63404E+12,4.03761E+12,4.33898E+12,4.57963E+12,4.85522E+12,5.23644E+12,5.64158E+12,5.96314E+12,6.15813E+12,6.52033E+12,6.85856E+12,7.28724E+12,7.63975E+12,8.07312E+12,8.57755E+12,9.06282E+12,9.63066E+12,1.02523E+13,1.05818E+13,1.09364E+13,1.14582E+13,1.22137E+13,1.30366E+13,1.38146E+13,1.44519E+13,1.47128E+13,1.44489E+13,1.49921E+13,1.55426E+13,1.6197E+13,1.67848E+13,1.75217E+13,1.82193E+13,1.87072E+13,1.94854E+13,2.05802E+13,2.14277E+13
United States,USA,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,,,,,,,,,,,15.14073404,14.60372189,15.28400583,16.73275315,12.86266436,11.10761394,11.99699309,12.32112657,13.62626574,11.37790278,8.789807123,11.16553261,9.84520845,8.108603643,11.00544793,9.596537535,6.982662093,9.397540526,8.560319693,7.777463485,6.74070323,6.871759335,7.046654141,6.190106075,7.52532326,7.682778874,8.532788383,9.96320317,10.13957381,9.553486072,9.098746286,7.961961765,6.825867806,6.063490425,6.039940372,5.958733863,7.136960065,5.218517508,2.187320312,1.099989278,3.211159887,4.356317461,6.207979761,6.425454816,7.454682495,7.613608184,6.078275092,5.998033112,5.699854432,
United States,USA,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,0.340986898,0.371338427,0.383528084,0.460712382,2.118364296,1.851419792,1.81363984,1.857156999,1.734400391,3.463729394,3.941119061,2.660280264,1.320601466,1.804934615,1.688780016,1.450311955,0.562652112,0.868212256,0.56878325,0.676347982,0.792081928,0.567120448,0.598760059,0.576506748,0.452220767,0.391259954,0.548341088,0.393813176,0.215990721,0.321782202,0.616151964,0.502428439,0.319778916,0.470509222,0.651515859,0.710524201,0.56070985,0.516868405,0.881773094,0.285173768,0.275904026,0.376282597,0.239511718,0.284723077,0.248755036,0.02158427,0.083062978,0.145833964,0.324812528,
United States,USA,"Services, value added (current LCU)",NV.SRV.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15946E+12,6.56328E+12,7.00133E+12,7.46537E+12,7.83186E+12,8.18925E+12,8.54907E+12,9.05761E+12,9.6492E+12,1.01818E+13,1.06803E+13,1.09649E+13,1.10453E+13,1.14249E+13,1.17911E+13,1.23338E+13,1.27186E+13,1.32882E+13,1.39955E+13,1.45077E+13,1.50767E+13,,
United States,USA,"Manufacturing, value added (constant LCU)",NV.IND.MANF.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48832E+12,1.55173E+12,1.64055E+12,1.75875E+12,1.6835E+12,1.70301E+12,1.79638E+12,1.92296E+12,1.97944E+12,2.09205E+12,2.16145E+12,2.11895E+12,1.92068E+12,2.0264E+12,2.0329E+12,2.02292E+12,2.08225E+12,2.10579E+12,2.11624E+12,2.09182E+12,2.14188E+12,,
United States,USA,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,,,,,,,,,,,0.367929653,0.053311585,-0.263698978,0.288415127,-0.052742514,0.948184585,-0.087060401,-1.109314611,-1.078712825,-0.858056113,-0.456933749,-0.390359715,-0.597346304,-1.421063841,-2.544226007,-2.627761047,-2.8794678,-2.981742312,-2.089053666,-1.537547992,-1.305586449,-0.464637879,-0.532764691,-0.950257919,-1.269164331,-1.174933889,-1.193800862,-1.188812038,-1.795368683,-2.656452293,-3.658187303,-3.476991211,-3.889774138,-4.390960826,-5.068681257,-5.532046504,-5.580504416,-4.971173725,-4.914671806,-2.743808137,-3.42783613,-3.728216029,-3.510346002,-2.923958353,-2.897302498,-2.853265872,-2.773297587,-2.95265266,-3.101103423,
United States,USA,Changes in inventories (constant LCU),NE.GDI.STKB.KN,,,,,,,,,,,7195172100,32144277100,33019527100,50180998400,37430627600,-16451513100,44073167500,55473323300,58616854800,36025647300,-12067297400,50125237300,-25398180900,-10065872500,1.00189E+11,32249824900,10549799100,42414275100,27829762800,38865480000,20965174200,-2295166300,22735588900,28142423200,88116463000,40394927000,39546561900,95014906500,91457149800,87050032200,78310477000,-52985980400,24241138300,19822071900,82295403500,63462095200,86736376000,40405880100,-32530621800,-1.76566E+11,57038616800,46507736600,70908192200,1.08191E+11,85930827400,1.3187E+11,22889927600,31522939300,47939601700,
United States,USA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,59709000000,62963000000,70843000000,95270000000,1.2665E+11,1.38706E+11,1.49515E+11,1.59349E+11,1.86883E+11,2.3013E+11,2.80772E+11,3.05239E+11,2.8321E+11,2.76996E+11,3.02381E+11,3.03211E+11,3.20998E+11,3.63943E+11,4.44601E+11,5.04289E+11,5.51873E+11,5.94931E+11,6.33053E+11,6.54799E+11,7.20937E+11,8.1281E+11,8.67589E+11,9.53803E+11,9.52979E+11,9.92778E+11,1.09626E+12,1.02464E+12,9.98741E+11,1.03618E+12,1.17763E+12,1.30523E+12,1.47261E+12,1.66085E+12,1.83706E+12,1.582E+12,1.84628E+12,2.103E+12,2.19128E+12,2.27343E+12,2.3717E+12,2.2668E+12,2.22061E+12,2.35673E+12,2.51025E+12,
United States,USA,Battle-related deaths (number of people),VC.BTL.DETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,,,,,,,,,,,,,,,,,,
